PM2.5,PM10,NO2,CO,SO2,O3,AQI,AQI_Bucket
17.59,69.48,22.83,0.44,11.63,13.03,60.0,2
14.44,60.54,21.94,0.4,12.1,13.62,67.0,2
14.65,58.94,29.04,0.43,4.0,37.8,65.0,2
31.6,127.69,51.33,0.61,14.33,25.02,91.0,2
22.42,81.52,40.78,0.46,17.91,23.02,84.0,2
18.79,72.55,25.71,0.42,4.96,15.94,77.0,2
14.83,77.05,23.09,0.53,11.51,13.08,70.0,2
16.6,72.27,27.91,0.52,16.18,14.68,81.0,2
19.95,87.8,27.69,0.61,14.62,18.42,84.0,2
19.27,81.33,27.8,0.62,6.64,13.05,102.0,3
20.57,94.77,35.37,0.53,20.22,13.27,90.0,2
9.35,58.97,23.46,0.41,11.06,21.44,77.0,2
81.14,64.46,34.7,0.46,8.49,34.93,119.0,3
16.11,71.82,25.8,0.48,8.2,7.76,130.0,3
25.41,87.91,46.17,0.42,13.34,21.87,81.0,2
17.96,78.44,30.47,0.5,16.64,11.08,76.0,2
12.0,71.64,20.48,0.55,12.17,10.33,79.0,2
20.89,89.72,38.54,0.61,22.45,24.42,69.0,2
20.64,84.06,29.74,0.44,9.07,18.33,101.0,3
16.73,76.61,25.98,0.32,8.63,10.75,76.0,2
14.85,66.39,25.75,0.37,4.89,14.19,75.0,2
11.81,53.12,20.44,0.37,7.35,11.97,60.0,2
13.64,50.59,22.38,0.35,8.21,9.98,47.0,1
11.32,39.54,20.52,0.27,5.47,12.88,44.0,1
13.25,31.62,13.2,0.3,2.76,21.74,40.0,1
14.42,43.25,20.85,0.35,4.16,17.36,38.0,1
25.1,76.72,30.18,0.48,13.46,13.69,56.0,2
27.11,80.88,28.35,0.39,13.61,22.99,87.0,2
37.85,106.22,27.18,0.41,9.87,37.66,98.0,2
34.18,107.24,20.48,0.43,3.51,42.74,103.0,3
39.17,102.24,33.55,0.43,7.38,30.22,107.0,3
30.78,86.36,35.75,0.54,4.75,30.05,89.0,2
38.25,121.95,69.53,0.55,13.42,14.32,90.0,2
57.79,144.62,51.13,0.51,12.56,40.88,124.0,3
35.24,84.35,46.12,0.5,10.84,42.3,101.0,3
28.43,68.43,27.3,0.4,5.92,62.99,82.0,2
36.75,83.33,43.22,0.45,15.33,36.89,95.0,2
28.69,66.84,46.76,0.41,11.71,32.48,81.0,2
30.94,87.54,44.8,0.41,11.93,29.61,82.0,2
35.48,100.2,52.86,0.93,15.22,10.92,83.0,2
35.64,136.51,46.06,0.63,19.68,26.85,105.0,3
38.98,148.5,46.8,0.53,18.59,32.99,126.0,3
53.56,188.11,52.52,0.55,26.72,30.34,151.0,3
50.78,173.25,41.44,0.39,21.93,47.03,158.0,3
27.7,106.31,38.37,0.35,15.97,27.5,112.0,3
27.05,74.19,38.98,0.46,9.52,26.54,92.0,2
26.17,97.3,36.83,0.54,11.83,24.5,79.0,2
30.25,95.68,35.29,0.46,18.1,33.16,101.0,3
30.0,113.06,35.52,0.43,10.95,40.09,97.0,2
33.04,113.38,41.73,0.56,18.17,13.23,111.0,3
27.29,70.27,38.39,0.45,17.86,16.53,84.0,2
32.92,84.65,44.95,0.7,11.38,12.07,76.0,2
33.78,79.51,36.11,0.43,12.05,24.91,85.0,2
32.22,91.28,37.53,0.56,13.1,21.67,79.0,2
31.92,79.9,34.59,0.48,15.3,20.82,95.0,2
38.8,86.26,44.72,0.5,13.39,18.01,80.0,2
33.39,102.52,45.59,0.45,15.11,22.69,90.0,2
24.36,91.04,41.02,0.43,10.52,16.46,100.0,2
27.25,71.62,41.73,0.54,12.32,16.69,85.0,2
35.14,101.2,42.5,0.58,22.36,14.14,87.0,2
33.26,80.16,37.76,0.5,10.86,17.08,88.0,2
34.32,88.43,41.61,0.49,17.0,20.19,81.0,2
30.08,82.39,38.24,0.47,25.43,17.19,91.0,2
31.55,84.57,43.01,0.4,27.6,9.27,83.0,2
25.83,70.56,43.68,0.85,30.88,9.06,84.0,2
28.16,82.2,36.77,0.45,19.09,12.36,68.0,2
36.57,84.99,37.66,0.54,2.72,7.93,91.0,2
21.84,49.03,35.28,0.42,3.69,5.98,68.0,2
28.49,99.19,33.71,0.52,14.09,9.15,70.0,2
22.82,74.76,33.08,0.37,13.4,12.67,89.0,2
29.86,82.04,32.84,0.49,5.17,12.63,82.0,2
22.54,58.77,34.15,0.39,6.51,13.41,69.0,2
27.9,67.82,39.37,0.55,5.16,7.57,63.0,2
27.85,59.59,39.62,0.58,3.7,8.23,67.0,2
32.61,91.42,36.09,0.51,10.45,11.48,81.0,2
36.78,138.91,37.23,0.72,13.25,17.24,104.0,3
41.99,137.9,38.59,0.58,11.7,18.61,127.0,3
43.56,128.51,38.15,0.66,9.21,16.97,123.0,3
44.48,150.92,43.93,0.59,7.5,14.34,130.0,3
35.02,127.79,38.7,0.55,12.02,13.41,125.0,3
35.58,108.84,35.59,0.53,11.23,19.99,113.0,3
40.33,127.5,34.26,0.45,7.3,17.03,114.0,3
43.0,157.0,52.68,0.99,12.92,14.31,118.0,3
40.26,109.01,34.1,0.33,7.57,19.84,117.0,3
52.43,165.01,40.08,0.51,7.34,16.1,130.0,3
53.49,166.88,46.16,0.67,6.51,18.95,142.0,3
0.0,115.41,29.97,0.37,2.02,20.89,128.0,3
48.5,140.55,45.67,0.59,11.38,20.66,109.0,3
45.4,83.09,34.88,0.52,2.45,8.5,106.0,3
39.1,82.99,41.31,0.6,5.02,8.57,73.0,2
44.7,109.74,37.98,0.61,9.11,13.38,100.0,2
53.32,107.32,45.44,0.64,7.69,11.07,107.0,3
34.35,71.82,42.32,0.6,4.71,6.46,93.0,2
21.86,49.71,42.23,0.48,6.46,7.68,76.0,2
25.69,69.31,42.03,0.53,8.05,9.7,87.0,2
32.84,68.96,43.43,0.56,11.58,8.85,72.0,2
17.9,52.3,40.17,0.51,14.66,11.03,63.0,2
20.96,48.4,32.21,0.85,30.0,9.95,54.0,2
30.03,67.02,32.93,0.88,22.77,13.26,61.0,2
31.38,71.25,31.63,0.91,21.64,16.3,74.0,2
41.97,108.88,48.76,0.9,10.66,29.39,122.0,3
48.18,133.73,38.12,1.11,5.28,16.78,118.0,3
43.89,110.32,28.8,0.84,4.08,25.09,114.0,3
51.3,125.77,47.77,1.36,3.97,14.49,116.0,3
35.33,84.6,43.2,1.13,6.77,9.39,108.0,3
39.86,99.71,37.89,1.0,25.01,18.72,87.0,2
45.16,104.47,41.65,0.95,31.5,17.51,97.0,2
41.12,101.34,41.07,0.97,3.64,18.32,107.0,3
39.34,91.6,39.76,0.89,5.25,16.05,96.0,2
48.18,133.49,45.56,0.93,11.99,11.47,106.0,3
41.28,105.99,42.57,0.96,8.45,13.77,118.0,3
47.03,134.82,37.44,0.88,8.23,27.53,110.0,3
65.02,165.7,32.44,1.03,3.32,36.85,141.0,3
48.09,123.99,37.19,0.95,2.95,21.01,129.0,3
47.34,100.31,41.09,0.98,3.86,16.42,105.0,3
56.6,114.28,38.93,1.01,4.19,14.83,106.0,3
64.77,109.78,26.21,0.86,2.81,21.69,121.0,3
62.18,117.69,42.52,1.13,6.77,17.75,100.0,2
62.22,147.66,44.38,1.03,3.05,28.63,138.0,3
67.61,192.29,51.88,0.95,2.85,26.42,154.0,3
33.98,79.99,32.51,0.91,2.35,22.78,96.0,2
41.23,104.04,40.65,1.01,2.47,25.53,100.0,2
47.77,129.97,43.66,0.97,2.73,24.79,119.0,3
71.26,105.67,51.8,1.05,3.22,16.1,110.0,3
37.58,74.29,35.07,0.81,5.38,38.07,102.0,3
38.53,71.96,31.62,0.7,2.13,38.9,77.0,2
38.46,101.61,28.05,0.45,1.31,40.03,114.0,3
29.18,77.84,28.82,0.51,2.37,15.0,78.0,2
28.61,79.11,31.75,0.43,2.01,33.31,86.0,2
34.19,104.24,38.97,0.65,3.82,22.36,98.0,2
36.81,92.5,34.54,0.54,4.44,17.16,99.0,2
18.71,55.55,27.41,0.18,4.46,11.52,66.0,2
28.19,86.03,26.8,0.56,2.81,21.05,70.0,2
52.09,119.12,27.89,0.46,3.09,36.61,104.0,3
73.3,125.23,29.07,0.52,3.69,47.84,157.0,3
64.0,137.38,32.38,0.49,4.75,44.3,122.0,3
62.23,141.49,37.26,0.66,3.19,18.47,117.0,3
57.35,154.36,42.21,0.57,3.3,21.5,130.0,3
78.54,181.76,46.02,0.68,3.7,26.83,149.0,3
69.29,155.0,32.8,0.55,3.7,37.8,153.0,3
54.88,122.81,27.32,0.57,3.87,39.34,107.0,3
42.4,126.5,30.66,0.54,3.71,35.3,112.0,3
31.74,93.9,39.07,0.64,8.16,33.84,112.0,3
49.33,137.83,63.88,0.96,28.82,22.92,106.0,3
43.88,110.35,49.84,0.69,12.45,29.07,115.0,3
69.73,118.55,36.05,0.53,5.9,50.27,122.0,3
58.04,99.35,49.77,0.61,8.68,37.85,114.0,3
49.55,100.07,51.42,0.71,11.62,32.89,98.0,2
40.69,83.99,29.18,0.51,2.9,35.62,98.0,2
53.01,89.9,33.06,0.54,4.91,49.86,80.0,2
86.27,164.46,62.09,0.8,20.28,66.53,144.0,3
145.0,209.56,50.73,0.78,13.31,66.45,181.0,3
69.05,187.53,45.83,0.67,10.09,66.17,168.0,3
99.12,213.95,56.25,0.75,12.67,64.33,199.0,3
107.88,250.11,57.23,0.79,14.24,85.98,236.0,4
111.32,249.15,78.4,0.97,15.35,59.59,288.0,4
90.26,226.33,63.2,1.04,22.56,51.64,228.0,4
78.89,198.9,62.3,0.9,13.32,57.29,177.0,3
52.93,123.25,42.35,0.77,6.46,88.11,152.0,3
63.16,208.22,57.54,0.76,11.04,84.77,160.0,3
44.31,107.47,22.51,0.61,7.37,128.93,182.0,3
34.42,70.48,19.74,0.63,5.3,93.99,118.0,3
37.5,72.83,19.84,0.61,5.71,73.12,95.0,2
22.75,49.88,16.98,0.57,4.18,43.39,63.0,2
11.04,32.91,14.93,0.54,3.22,37.97,47.0,1
11.34,36.49,14.72,0.56,2.65,29.71,44.0,1
7.47,29.02,12.91,0.54,1.93,26.99,38.0,1
8.24,28.92,10.16,0.54,2.07,29.15,40.0,1
11.35,38.83,17.47,0.6,2.72,22.95,44.0,1
30.77,89.68,42.96,0.75,6.5,26.63,74.0,2
101.79,160.09,44.43,0.74,19.0,39.23,112.0,3
198.38,196.15,41.63,0.73,19.32,43.18,387.0,5
48.16,108.47,29.96,0.66,5.47,40.88,142.0,3
66.51,160.33,33.99,0.74,13.53,51.26,127.0,3
87.49,141.5,18.34,0.69,15.16,118.98,147.0,3
90.03,157.27,32.85,0.92,12.25,113.48,214.0,4
56.29,120.8,24.96,0.75,10.24,116.88,170.0,3
72.47,131.34,21.2,0.75,8.52,133.4,170.0,3
57.22,108.41,18.49,0.73,5.04,101.83,139.0,3
54.95,111.88,17.67,0.81,3.19,78.71,103.0,3
57.21,138.21,20.42,0.7,3.03,63.84,131.0,3
40.27,97.11,27.34,0.64,8.67,37.11,107.0,3
42.25,88.83,15.38,0.63,3.94,60.08,86.0,2
89.61,148.52,29.08,0.85,5.29,130.07,187.0,3
96.08,154.93,21.61,0.89,4.41,130.61,213.0,4
105.85,0.0,20.12,0.85,5.66,119.86,231.0,4
114.86,180.89,24.2,0.84,8.94,155.27,274.0,4
86.25,155.66,32.87,0.65,8.1,161.93,282.0,4
74.06,141.28,35.65,0.83,6.01,162.33,233.0,4
69.72,122.47,28.88,0.84,5.33,93.69,176.0,3
82.35,135.92,27.44,0.84,5.79,86.41,160.0,3
80.16,144.93,20.91,0.79,7.69,98.99,145.0,3
78.08,168.15,19.55,0.72,10.34,88.9,171.0,3
53.03,107.74,22.34,0.61,7.09,49.89,130.0,3
24.85,42.28,15.9,0.58,2.94,51.06,79.0,2
5.89,24.42,36.94,0.54,3.65,17.13,61.0,2
8.6,26.8,20.6,0.46,2.81,37.63,49.0,1
118.3,193.27,93.1,1.08,7.03,116.49,291.0,4
111.24,195.18,79.61,0.92,19.05,119.87,276.0,4
100.63,179.35,58.23,0.73,12.57,115.35,255.0,4
77.43,137.85,40.68,0.65,17.41,104.11,220.0,4
70.2,116.5,21.96,0.47,17.86,99.99,152.0,3
131.6,278.71,103.42,1.26,31.0,61.02,278.0,4
132.69,265.78,92.32,1.28,28.06,91.78,298.0,4
148.04,285.83,103.9,1.38,29.16,93.29,319.0,5
139.55,244.16,92.53,1.25,23.07,106.51,315.0,5
116.68,170.85,40.15,0.95,13.47,146.19,299.0,4
132.1,199.8,73.49,1.12,11.81,99.07,304.0,5
119.16,250.09,87.59,1.2,14.7,60.8,307.0,5
136.86,297.86,130.26,1.51,41.63,72.8,296.0,4
137.45,285.72,87.03,1.4,21.05,105.07,320.0,5
135.46,227.11,67.15,1.08,16.33,121.45,309.0,5
106.66,161.56,33.85,0.86,11.83,113.11,279.0,4
115.8,203.73,56.99,1.0,17.47,90.12,291.0,4
120.2,206.55,57.3,1.02,15.43,96.41,280.0,4
203.05,306.16,80.39,1.71,36.83,83.48,343.0,5
76.5,269.04,63.35,1.24,31.62,64.29,281.0,4
102.42,213.54,29.75,0.96,14.97,128.67,199.0,3
126.4,253.02,58.08,1.12,20.4,109.19,274.0,4
125.44,228.39,74.49,1.24,31.84,99.66,305.0,5
125.76,267.76,78.53,1.29,20.76,80.84,307.0,5
143.69,283.17,62.47,1.3,26.0,42.56,313.0,5
129.7,254.44,59.43,1.24,16.05,17.55,315.0,5
118.46,137.7,76.17,1.09,19.4,30.27,302.0,5
115.56,233.08,47.81,1.16,25.46,27.6,281.0,4
100.56,198.95,41.78,1.1,19.65,7.36,257.0,4
45.94,56.4,22.82,0.63,7.14,25.44,113.0,3
80.45,129.08,17.27,0.78,6.64,69.36,101.0,3
85.77,138.65,42.57,0.88,8.47,51.84,196.0,3
79.75,127.43,44.93,0.83,8.68,62.36,172.0,3
71.88,117.96,33.23,0.71,10.28,77.3,160.0,3
57.58,106.17,35.5,0.7,7.14,89.74,117.0,3
53.84,106.93,51.62,0.84,7.87,83.16,116.0,3
99.81,212.2,71.07,1.19,11.1,52.71,205.0,4
85.53,245.56,65.16,1.06,9.32,60.92,205.0,4
71.09,144.15,46.25,0.85,5.64,77.64,147.0,3
111.01,243.2,74.52,1.32,10.17,49.65,228.0,4
113.48,275.41,91.99,1.43,29.5,40.99,272.0,4
118.36,278.92,85.31,1.57,28.7,53.62,283.0,4
98.9,221.69,63.54,1.15,18.3,28.17,277.0,4
76.34,140.91,42.83,0.83,13.4,21.97,165.0,3
76.17,0.0,31.31,0.82,5.9,42.82,147.0,3
59.05,124.13,28.13,0.68,4.38,65.86,126.0,3
54.84,126.53,33.09,0.72,5.12,69.7,114.0,3
59.6,124.4,33.96,0.78,6.52,91.09,122.0,3
94.42,178.56,60.03,1.06,8.19,50.52,182.0,3
55.03,94.34,30.02,0.74,6.43,59.81,144.0,3
67.33,138.24,44.68,0.86,7.87,37.87,115.0,3
50.92,109.68,34.62,0.81,11.06,28.92,109.0,3
51.74,100.88,37.14,0.79,20.8,17.83,109.0,3
33.27,71.67,20.37,0.68,4.56,15.31,84.0,2
39.61,86.76,24.55,0.72,5.77,13.42,82.0,2
51.81,115.7,36.12,0.83,15.92,17.11,98.0,2
52.8,118.58,40.23,0.67,10.17,28.71,103.0,3
51.41,128.17,47.12,0.84,13.49,17.21,118.0,3
41.71,144.36,50.67,0.72,33.77,20.74,124.0,3
48.26,165.39,36.7,1.11,24.73,12.13,137.0,3
52.58,169.83,28.68,0.89,7.1,1.55,148.0,3
15.89,52.28,14.77,0.45,4.55,24.44,48.0,1
26.93,69.05,20.86,0.55,6.16,25.91,63.0,2
27.8,87.02,24.13,0.73,10.33,15.8,78.0,2
22.27,91.01,26.61,0.67,11.33,12.4,92.0,2
42.23,111.52,32.32,0.74,14.82,13.43,102.0,3
30.85,93.77,23.55,0.67,7.93,20.43,104.0,3
33.92,81.68,29.37,0.77,4.45,27.64,81.0,2
27.95,96.17,39.08,0.86,5.18,13.08,80.0,2
19.08,75.6,36.5,0.61,12.53,9.47,79.0,2
21.22,93.11,42.49,0.83,17.44,9.42,74.0,2
30.96,123.07,53.94,0.71,25.05,14.33,105.0,3
42.54,133.44,51.99,0.71,23.47,15.38,121.0,3
50.39,159.08,61.21,0.84,25.54,16.02,131.0,3
43.56,116.19,38.18,0.72,12.45,22.29,130.0,3
28.18,95.94,25.99,0.59,8.67,18.53,107.0,3
34.35,105.79,37.82,0.62,13.1,15.39,98.0,2
30.15,79.98,29.19,0.57,35.88,34.91,98.0,2
32.39,100.66,43.73,0.68,4.7,21.36,100.0,2
27.53,72.87,28.71,0.64,9.69,20.53,78.0,2
23.36,66.43,29.64,0.79,9.32,22.21,74.0,2
36.33,115.06,42.43,0.96,27.76,10.36,91.0,2
31.12,105.29,36.11,0.77,11.71,13.51,114.0,3
31.06,108.14,35.72,0.87,11.38,10.46,101.0,3
36.77,89.98,35.59,0.83,4.85,15.33,99.0,2
24.49,64.93,30.89,0.7,8.09,8.37,81.0,2
24.5,76.36,33.42,0.68,10.25,12.09,71.0,2
30.49,93.56,33.41,0.77,15.85,14.54,87.0,2
31.8,102.51,28.23,0.83,11.6,15.0,91.0,2
37.15,104.69,36.12,0.86,12.35,8.66,103.0,3
44.75,133.71,45.4,0.88,22.5,8.84,110.0,3
43.25,133.41,35.51,0.94,10.1,17.23,126.0,3
28.42,103.06,36.19,0.95,17.8,10.37,108.0,3
27.5,89.44,35.23,0.88,14.67,9.43,101.0,3
27.02,103.61,32.42,0.87,21.15,4.48,91.0,2
23.63,77.64,25.85,0.72,19.17,4.17,96.0,2
32.96,109.5,43.6,0.63,8.55,9.24,86.0,2
25.61,85.39,41.37,0.64,12.44,17.83,105.0,3
22.42,79.8,22.97,0.8,4.42,5.25,81.0,2
23.73,81.76,23.77,0.85,6.88,5.09,80.0,2
33.69,99.18,22.46,0.66,5.13,9.26,100.0,2
27.28,106.57,42.29,0.8,7.57,30.51,96.0,2
20.65,85.16,31.55,0.71,9.19,7.99,99.0,2
28.84,107.04,36.27,0.84,16.08,7.94,89.0,2
31.45,120.82,42.89,0.87,19.8,9.43,110.0,3
35.3,116.16,33.42,0.8,6.68,10.95,114.0,3
31.25,102.2,24.69,0.75,5.09,7.71,111.0,3
22.48,68.45,18.99,0.65,3.89,8.0,88.0,2
21.76,73.93,28.49,0.71,4.05,8.68,71.0,2
25.62,86.99,44.16,0.79,2.61,7.01,79.0,2
29.58,78.81,33.58,0.65,3.6,23.29,85.0,2
26.19,68.03,26.87,0.61,3.32,17.99,72.0,2
21.88,60.43,22.74,0.6,2.76,8.57,63.0,2
37.51,114.06,23.73,0.88,3.31,8.22,83.0,2
38.9,120.33,27.19,0.79,2.88,11.15,116.0,3
29.45,96.85,23.62,1.01,2.41,9.02,113.0,3
25.92,104.1,19.16,0.83,3.27,8.65,102.0,3
18.89,65.88,15.71,0.61,5.58,7.06,85.0,2
12.9,52.79,15.86,0.61,5.1,10.51,56.0,2
13.18,50.34,18.79,0.58,5.3,10.63,46.0,1
15.1,55.1,35.9,0.57,6.22,5.82,50.0,1
59.67,198.42,49.52,1.16,4.15,25.37,97.0,2
52.61,180.09,32.12,0.86,2.49,36.58,175.0,3
65.23,220.1,42.18,0.95,3.66,32.99,160.0,3
67.2,216.54,31.58,0.9,3.34,26.11,190.0,3
56.08,194.4,35.5,0.85,3.37,15.57,163.0,3
54.82,183.91,22.26,0.64,2.01,23.67,166.0,3
61.23,188.33,26.94,1.16,4.41,33.61,151.0,3
56.23,171.44,18.5,0.81,3.73,36.53,163.0,3
49.08,163.64,11.09,0.87,3.19,25.23,140.0,3
44.74,147.05,10.19,0.71,3.32,24.45,138.0,3
43.14,168.58,11.43,0.98,2.82,17.65,135.0,3
37.06,122.82,10.67,0.69,2.64,19.63,129.0,3
45.0,113.4,4.13,0.9,7.43,23.34,116.0,3
29.21,130.06,19.75,0.84,9.12,15.88,111.0,3
35.01,127.26,40.82,0.97,7.74,16.0,125.0,3
40.21,139.76,42.51,0.96,6.94,14.09,117.0,3
38.02,124.52,38.62,0.68,25.27,11.39,127.0,3
31.98,117.35,32.0,0.79,9.84,11.98,108.0,3
32.84,120.24,32.44,0.67,13.58,11.28,115.0,3
26.16,103.66,28.5,0.73,10.67,10.02,106.0,3
29.8,104.97,29.1,0.77,11.11,13.22,101.0,3
39.15,123.66,31.19,0.82,7.83,17.42,109.0,3
57.41,131.82,33.59,0.75,7.1,26.98,126.0,3
31.75,127.6,34.42,0.79,6.71,32.66,120.0,3
39.54,117.65,51.29,1.06,18.0,29.81,106.0,3
33.95,112.15,44.94,0.85,29.13,19.85,114.0,3
33.91,103.26,42.39,0.8,17.44,23.55,111.0,3
37.1,107.98,31.49,0.77,4.73,24.16,103.0,3
45.29,106.33,29.3,0.76,6.79,30.85,103.0,3
50.58,137.62,33.15,0.79,7.03,26.69,87.0,2
29.74,101.8,44.6,0.9,6.22,19.75,97.0,2
42.08,113.64,50.29,0.86,9.46,16.86,109.0,3
50.27,126.08,31.49,0.85,7.79,25.76,88.0,2
38.91,123.12,35.15,0.84,8.96,22.76,117.0,3
45.26,127.45,35.69,0.85,13.73,18.08,121.0,3
37.51,118.95,32.28,0.74,11.74,18.21,109.0,3
55.58,133.27,46.77,0.9,14.09,31.21,119.0,3
47.28,116.44,51.94,0.82,15.56,40.04,122.0,3
37.53,113.19,49.11,0.74,14.49,24.99,99.0,2
0.0,131.6,51.42,0.86,23.45,21.92,119.0,3
27.89,94.44,43.7,0.75,12.47,35.08,112.0,3
39.18,130.58,54.95,0.97,18.97,21.48,101.0,3
37.35,138.02,46.38,0.76,21.26,24.49,122.0,3
40.03,141.42,40.83,0.69,21.41,19.68,135.0,3
33.4,100.52,53.01,0.78,9.52,17.89,109.0,3
40.58,120.64,45.39,0.84,18.11,25.52,100.0,2
59.13,196.5,56.36,1.08,11.91,13.25,153.0,3
37.62,105.75,38.69,0.89,6.32,17.01,126.0,3
28.8,66.8,41.36,0.82,9.01,21.5,86.0,2
56.84,114.49,63.61,1.11,8.07,11.88,104.0,3
39.46,81.53,37.97,0.73,8.51,25.95,98.0,2
35.47,71.35,28.75,0.68,8.96,24.19,75.0,2
22.96,61.28,26.62,0.64,7.11,11.66,60.0,2
30.65,84.08,27.46,0.79,8.36,16.2,73.0,2
40.18,105.25,47.96,0.81,13.28,19.68,98.0,2
30.4,106.57,50.51,0.87,14.79,17.03,100.0,2
25.84,91.36,42.21,0.8,14.17,9.36,105.0,3
20.4,77.9,39.65,0.63,14.86,11.36,80.0,2
29.39,92.4,50.5,0.66,9.93,6.8,88.0,2
33.41,141.22,43.53,1.02,14.2,10.3,107.0,3
33.55,139.81,40.73,0.68,14.65,11.12,132.0,3
33.67,85.62,41.48,0.61,14.04,6.21,110.0,3
25.58,91.73,39.32,0.7,10.14,5.42,80.0,2
30.74,139.65,46.97,0.69,31.92,6.92,107.0,3
26.75,100.5,35.87,0.59,23.57,7.95,128.0,3
31.12,121.6,40.55,0.83,9.07,9.17,129.0,3
25.62,106.83,34.25,0.63,7.67,9.32,108.0,3
20.88,95.85,34.46,0.5,7.07,11.47,102.0,3
34.28,118.77,41.25,0.52,6.76,10.65,110.0,3
28.47,84.28,41.79,0.37,6.88,4.38,106.0,3
41.9,130.91,49.44,0.95,5.05,13.19,106.0,3
57.36,161.99,59.13,1.07,6.75,14.7,143.0,3
40.74,106.84,33.3,0.63,12.61,25.08,117.0,3
58.92,110.31,48.17,0.93,9.67,12.78,106.0,3
34.17,71.59,24.07,0.57,11.45,20.48,89.0,2
20.21,48.5,12.57,0.44,14.75,24.05,57.0,2
20.03,47.3,13.26,0.39,14.46,18.31,46.0,1
16.74,50.23,17.67,0.49,15.32,9.97,49.0,1
29.76,102.17,35.69,0.89,15.27,12.02,75.0,2
29.61,81.88,35.82,1.05,5.87,16.25,100.0,2
19.61,49.3,40.12,0.67,13.09,7.5,78.0,2
17.07,54.79,40.79,0.7,12.45,4.78,52.0,2
27.38,50.55,39.75,0.75,15.04,3.57,71.0,2
24.48,70.71,38.05,0.93,10.33,4.97,53.0,2
26.17,96.67,36.98,0.76,14.9,8.75,85.0,2
32.33,124.88,43.05,0.98,9.68,7.18,104.0,3
26.12,90.2,34.39,0.88,10.89,6.41,113.0,3
17.8,58.85,32.18,0.79,15.37,3.58,75.0,2
25.11,49.19,45.85,0.84,11.42,2.98,68.0,2
29.95,92.72,38.31,0.99,13.0,6.39,83.0,2
21.59,57.12,41.77,0.86,10.46,6.44,88.0,2
22.25,44.55,38.1,0.71,14.35,3.96,82.0,2
14.45,26.19,35.05,0.56,8.44,2.49,52.0,2
24.41,82.32,29.55,0.79,14.27,6.81,63.0,2
30.46,103.55,38.34,0.74,11.71,15.62,90.0,2
36.4,104.83,40.32,0.82,16.17,10.84,98.0,2
29.25,82.66,26.37,0.69,13.81,12.65,102.0,3
42.33,110.48,40.05,1.09,13.23,11.31,90.0,2
38.76,100.88,29.49,1.04,11.26,9.43,101.0,3
38.11,101.57,22.38,0.75,10.36,15.09,108.0,3
44.17,162.64,29.12,1.17,15.21,10.91,113.0,3
46.96,108.8,16.53,1.06,17.68,13.95,96.0,2
39.9,91.54,9.45,1.03,12.4,19.0,113.0,3
49.19,107.54,13.93,1.35,14.32,15.85,112.0,3
51.98,128.99,11.32,1.05,10.99,11.92,108.0,3
36.68,93.0,9.43,0.7,9.77,15.12,112.0,3
29.83,81.31,10.6,0.73,11.5,21.25,77.0,2
45.17,124.19,15.42,1.24,9.78,12.48,109.0,3
30.77,84.5,11.86,0.88,10.12,10.44,97.0,2
26.34,57.94,11.76,0.57,7.02,4.44,82.0,2
20.11,52.18,36.1,0.71,11.7,19.76,62.0,2
18.05,52.41,39.29,0.77,3.19,14.59,56.0,2
23.49,80.31,32.1,0.84,6.27,21.65,64.0,2
29.19,108.49,35.22,0.94,5.22,27.72,98.0,2
33.74,106.76,42.43,0.95,10.84,17.76,111.0,3
35.28,98.36,42.02,0.95,14.92,17.79,104.0,3
33.52,91.75,41.39,1.03,11.65,20.83,93.0,2
34.27,97.09,47.83,1.06,12.33,17.62,96.0,2
39.35,93.44,39.29,0.73,11.27,28.48,107.0,3
37.09,85.61,33.06,0.68,13.99,32.83,86.0,2
42.98,98.42,34.0,0.84,11.14,38.86,83.0,2
35.14,66.68,15.97,0.47,43.29,39.25,91.0,2
14.11,45.52,21.64,0.5,13.71,18.83,60.0,2
9.76,27.66,9.06,0.43,14.52,36.58,43.0,1
14.75,37.77,20.6,0.54,14.57,35.98,53.0,2
15.09,80.12,20.87,0.61,13.48,18.88,77.0,2
6.64,31.12,14.1,0.5,13.67,19.18,44.0,1
6.63,20.53,18.22,0.59,19.71,21.31,42.0,1
12.12,31.34,30.68,0.89,11.8,16.54,64.0,2
15.48,34.22,31.57,0.93,13.94,15.0,84.0,2
23.9,50.1,41.9,1.62,14.48,14.53,106.0,3
35.29,116.42,35.82,1.27,36.42,13.48,131.0,3
27.57,78.88,29.53,1.19,13.16,12.48,89.0,2
32.77,99.56,32.42,1.32,9.55,13.14,98.0,2
27.7,87.41,38.3,0.96,11.82,15.39,93.0,2
26.46,89.36,42.8,1.24,15.85,15.7,97.0,2
42.61,185.5,43.36,1.19,7.74,11.51,117.0,3
26.99,88.4,41.21,0.63,28.81,22.9,109.0,3
30.49,81.94,55.32,0.85,31.92,22.39,74.0,2
57.44,157.35,65.83,0.87,21.33,23.63,114.0,3
25.84,80.25,47.16,0.93,28.64,20.76,81.0,2
24.45,99.34,45.24,0.72,26.95,14.83,100.0,2
27.58,112.85,33.36,0.68,21.97,21.4,101.0,3
28.92,161.21,34.79,0.6,21.58,24.13,133.0,3
28.02,46.85,27.55,0.56,30.78,43.62,147.0,3
45.56,72.39,21.17,0.62,22.43,66.99,75.0,2
32.93,56.18,29.73,0.74,24.58,52.67,83.0,2
